KPI_1,KPI_4,KPI_5,KPI_6,KPI_9,KPI_10,KPI_11,KPI_12,KPI_15,KPI_16
0.093,8917019.869,827346.671,17997.420,39463.000,0.000,0.000,27.000,8917.020,827.347
0.090,10330446.971,1019179.827,25331.791,46457.000,0.000,0.000,24.000,10330.447,1019.180
0.695,36257160.872,30662591.915,10155.753,20208.000,0.000,0.000,45.000,36257.161,30662.592
0.100,3881560.776,473787.923,8937.783,19693.000,0.000,0.000,16.000,3881.561,473.788
0.895,112216918.558,5269762.725,24168.678,21515.000,0.000,0.000,43.000,112216.919,5269.763
0.178,30297508.927,1113081.661,23296.059,46433.000,0.000,0.000,20.000,30297.509,1113.082
0.098,3835244.178,487761.975,9745.426,29416.000,0.000,0.000,18.000,3835.244,487.762
0.157,14536460.629,1406990.859,19413.037,42429.000,0.000,0.000,22.000,14536.461,1406.991
0.400,34827931.760,1345013.701,14518.977,12252.000,0.000,0.000,39.000,34827.932,1345.014
0.452,35012915.962,2292066.592,15277.234,20908.000,0.000,0.000,48.000,35012.916,2292.067
0.382,18318696.362,1564241.315,10385.242,20859.000,0.000,0.000,32.000,18318.696,1564.241
0.017,486365.615,38779.615,8562.323,14214.000,0.000,0.000,11.000,486.366,38.780
0.718,56461839.420,1955385.806,15705.722,20661.000,0.000,0.000,26.000,56461.839,1955.386
0.023,1290848.792,114722.348,10863.273,21072.000,0.000,0.000,8.000,1290.849,114.722
1.140,64261264.399,5177123.538,17779.143,20379.000,0.000,0.000,71.000,64261.264,5177.124
0.077,4800808.212,381107.058,13088.666,24710.000,0.000,0.000,15.000,4800.808,381.107
0.191,11553532.031,1427769.487,13241.317,21083.000,0.000,0.000,28.000,11553.532,1427.769
0.286,12122058.903,1274567.088,13397.425,24458.000,0.000,0.000,33.000,12122.059,1274.567
0.135,11701570.870,648743.981,16078.230,28224.000,0.000,0.000,11.000,11701.571,648.744
0.112,8388644.127,634327.173,9773.103,11844.000,0.000,0.000,13.000,8388.644,634.327
0.223,11356589.735,1435945.169,11170.618,20853.000,0.000,0.000,38.000,11356.590,1435.945
0.095,11994567.125,500878.823,20958.247,16358.000,0.000,0.000,31.000,11994.567,500.879
0.051,1805564.480,472218.007,6176.312,20823.000,0.000,0.000,18.000,1805.564,472.218
0.146,30119600.512,1951970.392,26166.028,38520.000,0.000,0.000,14.000,30119.601,1951.970
0.257,30811545.456,1504126.804,36766.172,47292.000,0.000,0.000,27.000,30811.545,1504.127
0.017,1211932.324,83517.498,18551.179,9914.000,0.000,0.000,7.000,1211.932,83.517
0.324,25653359.314,2846483.605,16331.491,27567.000,0.000,0.000,30.000,25653.359,2846.484
0.204,21197919.273,878114.613,15712.962,18592.000,0.000,0.000,15.000,21197.919,878.115
0.210,15170810.047,1020197.815,14516.683,17400.000,0.000,0.000,26.000,15170.810,1020.198
0.207,22594291.607,1796712.344,18233.115,47292.000,0.000,0.000,36.000,22594.292,1796.712
0.191,20189475.779,1348259.223,20164.651,33214.000,0.000,0.000,29.000,20189.476,1348.259
0.057,6560253.324,426321.577,27546.078,54988.000,0.000,0.000,12.000,6560.253,426.322
1.332,58829143.763,4746648.270,13118.454,20127.000,0.000,0.000,63.000,58829.144,4746.648
0.627,24868834.728,4062386.331,9612.493,24736.000,0.000,0.000,47.000,24868.835,4062.386
0.684,37889648.502,3273383.379,16473.490,28015.000,0.000,0.000,53.000,37889.649,3273.383
0.002,188889.322,14429.651,3093.193,6670.000,0.000,0.000,5.000,188.889,14.430
0.008,781640.210,57698.993,1683.369,25456.000,0.000,0.000,7.000,781.640,57.699
0.069,2340060.797,206663.236,3808.607,12836.000,0.000,0.000,11.000,2340.061,206.663
0.346,18206722.876,1052056.583,12643.784,20311.000,0.000,0.000,33.000,18206.723,1052.057
0.492,18713740.589,1359814.642,9319.482,18680.000,0.000,0.000,48.000,18713.741,1359.815
0.383,18346973.669,1771714.765,12343.225,24463.000,0.000,0.000,38.000,18346.974,1771.715
0.019,2153413.975,107742.461,12982.394,13546.000,0.000,0.000,11.000,2153.414,107.742
0.032,5920818.786,275583.393,26536.031,42123.000,0.000,0.000,12.000,5920.819,275.583
0.360,69504821.485,2205940.366,35410.689,38688.000,0.000,0.000,34.000,69504.821,2205.940
0.682,31100308.549,1836142.388,13393.779,22538.000,0.000,0.000,33.000,31100.309,1836.142
0.112,4379738.762,482770.109,9094.345,23344.000,0.000,0.000,18.000,4379.739,482.770
1.343,56918922.631,3601241.581,15043.380,27852.000,0.000,0.000,84.000,56918.923,3601.242
0.060,5007066.165,145545.233,9232.023,8556.000,0.000,0.000,4.000,5007.066,145.545
0.554,24844915.236,1290304.827,9131.037,18650.000,0.000,0.000,25.000,24844.915,1290.305
0.186,10824505.109,720893.690,12951.340,20021.000,0.000,0.000,18.000,10824.505,720.894
0.109,5394801.055,359579.821,12231.906,5905.000,0.000,0.000,13.000,5394.801,359.580
0.269,22602073.884,1748965.052,14824.849,21098.000,0.000,0.000,25.000,22602.074,1748.965
0.396,27472590.084,1788764.616,12030.569,16394.000,0.000,0.000,29.000,27472.590,1788.765
0.579,43740037.299,2705674.412,18719.389,28740.000,0.000,0.000,47.000,43740.037,2705.674
0.200,7772711.661,498252.942,10991.194,17226.000,0.000,0.000,21.000,7772.712,498.253
0.253,10539462.691,840583.006,12303.355,21080.000,0.000,0.000,32.000,10539.463,840.583
0.231,19195667.257,940803.407,15054.888,16434.000,0.000,0.000,23.000,19195.667,940.803
0.179,7591406.654,977531.564,13247.023,22037.000,0.000,0.000,22.000,7591.407,977.532
0.149,5843556.785,669856.215,12774.187,20622.000,0.000,0.000,14.000,5843.557,669.856
0.000,25001.659,3930.238,9286.098,1466.000,0.000,0.000,3.000,25.002,3.930
0.004,583647.283,16497.151,28534.454,1933.000,0.000,0.000,4.000,583.647,16.497
0.008,659633.532,66255.729,18760.508,10927.000,0.000,0.000,6.000,659.634,66.256
0.073,3820931.801,384697.208,9728.172,9301.000,0.000,0.000,15.000,3820.932,384.697
0.043,1275786.389,94535.285,11623.193,20800.000,0.000,0.000,7.000,1275.786,94.535
0.121,11198140.701,556126.117,14282.764,16985.000,0.000,0.000,16.000,11198.141,556.126
0.146,5706195.169,529085.545,8873.510,21071.000,0.000,0.000,20.000,5706.195,529.086
0.572,16649578.630,16228186.865,5796.276,20617.000,0.000,0.000,37.000,16649.579,16228.187
0.214,10506819.682,658303.230,12074.351,20814.000,0.000,0.000,19.000,10506.820,658.303
0.003,102223.446,14165.312,5096.170,864.000,0.000,0.000,6.000,102.223,14.165
0.025,2941157.938,168842.624,31761.879,47765.000,0.000,0.000,9.000,2941.158,168.843
0.016,6422984.128,195771.561,46009.503,44957.000,0.000,0.000,5.000,6422.984,195.772
0.044,7306933.966,270828.346,29262.075,14357.000,0.000,0.000,15.000,7306.934,270.828
0.041,3428032.780,328556.485,22217.934,27713.000,0.000,0.000,10.000,3428.033,328.556
0.027,687632.322,38490.621,20744.152,1343.000,0.000,0.000,5.000,687.632,38.491
1.095,47426930.970,3877504.125,12291.541,22941.000,0.000,0.000,58.000,47426.931,3877.504
0.258,18929423.747,1349187.731,15061.782,21075.000,0.000,0.000,25.000,18929.424,1349.188
0.134,9262942.279,356202.815,11749.506,21046.000,0.000,0.000,18.000,9262.942,356.203
0.230,16848635.800,1136164.839,10626.747,18247.000,0.000,0.000,23.000,16848.636,1136.165
0.462,24168679.848,1730000.040,12634.566,20292.000,0.000,0.000,42.000,24168.680,1730.000
1.374,78299277.919,5663029.072,18185.201,21186.000,0.000,0.000,104.000,78299.278,5663.029
0.074,2361145.491,215184.079,10643.539,19547.000,0.000,0.000,13.000,2361.145,215.184
0.989,60101922.412,4763512.387,15050.975,20677.000,0.000,0.000,68.000,60101.922,4763.512
0.063,1914602.395,145881.573,8210.562,19245.000,0.000,0.000,10.000,1914.602,145.882
0.436,33082876.192,4120131.515,24731.726,47580.000,0.000,0.000,44.000,33082.876,4120.132
0.146,14112626.695,1970506.436,19618.670,53249.000,0.000,0.000,24.000,14112.627,1970.506
0.050,2357161.883,217540.081,15541.859,25571.000,0.000,0.000,19.000,2357.162,217.540
0.030,2268419.886,237326.478,12600.023,20479.000,0.000,0.000,9.000,2268.420,237.326
0.211,19751609.685,1443375.273,17889.970,20841.000,0.000,0.000,23.000,19751.610,1443.375
0.529,49212612.418,3274700.064,22028.210,20407.000,0.000,0.000,40.000,49212.612,3274.700
0.011,544289.631,122325.028,13949.795,15200.000,0.000,0.000,6.000,544.290,122.325
0.054,10519765.517,405882.117,44720.073,59400.000,0.000,0.000,8.000,10519.766,405.882
0.273,23600337.615,2074128.647,29269.785,39823.000,0.000,0.000,29.000,23600.338,2074.129
0.128,12555708.041,852140.129,22860.841,23338.000,0.000,0.000,20.000,12555.708,852.140
0.007,406255.363,38766.816,17670.864,18508.000,0.000,0.000,7.000,406.255,38.767
0.026,1903206.842,66264.402,9686.295,13828.000,0.000,0.000,5.000,1903.207,66.264
0.015,505423.302,106155.097,8037.295,16207.000,0.000,0.000,7.000,505.423,106.155
0.267,18061339.490,1256365.133,12749.242,20708.000,0.000,0.000,26.000,18061.339,1256.365
0.025,1132266.683,73237.618,13039.458,10865.000,0.000,0.000,9.000,1132.267,73.238
0.084,6863043.700,736038.013,18663.370,31256.000,0.000,0.000,25.000,6863.044,736.038
0.058,7533494.402,693631.787,32857.378,16888.000,0.000,0.000,13.000,7533.494,693.632
0.744,45580605.508,3520874.445,15570.629,17117.000,0.000,0.000,42.000,45580.606,3520.874
0.515,36323516.859,3967686.167,17172.090,17238.000,0.000,0.000,60.000,36323.517,3967.686
0.357,23374598.727,2795383.469,14184.847,20403.000,0.000,0.000,38.000,23374.599,2795.383
0.009,1266537.082,71070.551,5819.263,6305.000,0.000,0.000,6.000,1266.537,71.071
0.091,5948310.234,954345.024,13046.339,22201.000,0.000,0.000,25.000,5948.310,954.345
0.053,4403993.680,353313.789,15883.641,18770.000,0.000,0.000,14.000,4403.994,353.314
0.412,13726755.015,1388574.619,8070.907,20453.000,0.000,0.000,34.000,13726.755,1388.575
0.942,58962630.388,3636689.713,14034.543,20679.000,0.000,0.000,42.000,58962.630,3636.690
0.750,43357046.991,2469782.862,14437.515,20834.000,0.000,0.000,46.000,43357.047,2469.783
0.617,50158502.384,2195596.665,18658.206,21191.000,0.000,0.000,46.000,50158.502,2195.597
1.283,71734263.669,3867079.018,20261.037,26861.000,0.000,0.000,71.000,71734.264,3867.079
0.487,44589111.507,2404463.438,15235.196,21051.000,0.000,0.000,24.000,44589.112,2404.463
0.288,17720049.526,1484051.087,13503.452,17329.000,0.000,0.000,30.000,17720.050,1484.051
0.861,65138207.985,2547847.964,15777.859,20703.000,0.000,0.000,33.000,65138.208,2547.848
0.235,7985273.012,943617.220,7675.434,20235.000,0.000,0.000,20.000,7985.273,943.617
0.031,1888612.860,177999.126,9459.009,24632.000,0.000,0.000,13.000,1888.613,177.999
0.051,11095556.008,395183.834,20519.577,45575.000,0.000,0.000,10.000,11095.556,395.184
0.128,11864058.458,551916.033,26237.142,43165.000,0.000,0.000,20.000,11864.058,551.916
0.303,42764255.598,1118462.609,24436.244,19454.000,0.000,0.000,24.000,42764.256,1118.463
0.388,22893115.579,1286918.339,13083.018,20973.000,0.000,0.000,23.000,22893.116,1286.918
0.504,30881352.087,1655686.013,18101.510,20988.000,0.000,0.000,39.000,30881.352,1655.686
0.053,3995651.351,256448.953,13443.968,10458.000,0.000,0.000,13.000,3995.651,256.449
0.324,18153209.103,1131708.078,11493.209,19680.000,0.000,0.000,33.000,18153.209,1131.708
0.216,17797712.987,989046.585,14869.470,21062.000,0.000,0.000,22.000,17797.713,989.047
0.225,8167275.513,1173885.374,5547.259,19572.000,0.000,0.000,13.000,8167.276,1173.885
0.193,9532732.942,1563216.436,10396.044,27098.000,0.000,0.000,20.000,9532.733,1563.216
0.040,2799725.929,254613.530,18207.631,21057.000,0.000,0.000,12.000,2799.726,254.614
0.615,57538955.506,2388854.866,19221.654,21041.000,0.000,0.000,34.000,57538.956,2388.855
1.296,81860333.200,5113954.548,22215.635,27783.000,0.000,0.000,86.000,81860.333,5113.955
0.231,11409674.604,903300.723,10961.383,24591.000,0.000,0.000,28.000,11409.675,903.301
0.020,1453105.032,84433.298,18914.451,12202.000,0.000,0.000,10.000,1453.105,84.433
0.020,3365012.989,296431.780,25774.233,42151.000,0.000,0.000,9.000,3365.013,296.432
0.321,53587051.602,3295813.019,34732.852,49360.000,0.000,0.000,39.000,53587.052,3295.813
0.031,1226429.945,90911.882,11959.278,15487.000,0.000,0.000,11.000,1226.430,90.912
0.076,6413125.512,597670.806,18571.860,19421.000,0.000,0.000,17.000,6413.126,597.671
0.469,41438598.784,3209953.408,22092.053,20828.000,0.000,0.000,39.000,41438.599,3209.953
0.000,0.000,0.000,,0.000,,,0.000,0.000,0.000
0.000,0.000,0.000,,0.000,,,0.000,0.000,0.000
0.000,0.000,0.000,,0.000,,,0.000,0.000,0.000
0.116,9847701.667,302258.505,35025.663,18946.000,0.000,0.000,10.000,9847.702,302.259
0.037,2790998.570,217190.255,16294.174,22992.000,0.000,0.000,10.000,2790.999,217.190
0.089,19614654.067,1112480.602,36806.398,51690.000,0.000,0.000,19.000,19614.654,1112.481
0.115,4267187.367,411051.402,7761.609,19743.000,0.000,0.000,16.000,4267.187,411.051
0.134,7349629.469,711558.115,10487.378,19342.000,0.000,0.000,19.000,7349.629,711.558
0.307,14111940.707,1683981.663,11938.330,28623.000,0.000,0.000,25.000,14111.941,1683.982
0.043,4921513.781,642044.749,18115.204,24506.000,0.000,0.000,21.000,4921.514,642.045
0.073,8040038.797,531466.905,22052.721,32026.000,0.000,0.000,17.000,8040.039,531.467
0.091,9189999.350,1100804.558,17931.225,49401.000,0.000,0.000,18.000,9189.999,1100.805
0.275,20575562.498,2898529.569,18017.732,24770.000,0.000,0.000,36.000,20575.562,2898.530
0.136,9795983.011,5719787.488,14339.928,25674.000,0.000,0.000,21.000,9795.983,5719.787
0.047,6865880.476,231304.135,24421.864,21906.000,0.000,0.000,17.000,6865.880,231.304
1.678,107295460.388,9093759.757,23067.771,27686.000,0.000,0.000,98.000,107295.460,9093.760
0.188,8313193.095,851720.789,11077.867,24931.000,0.000,0.000,20.000,8313.193,851.721
0.188,12163718.844,856651.773,14998.543,20991.000,0.000,0.000,25.000,12163.719,856.652
0.306,20597198.218,4565547.253,12051.585,22988.000,0.000,0.000,22.000,20597.198,4565.547
0.322,13526295.301,862027.138,10845.979,20480.000,0.000,0.000,28.000,13526.295,862.027
0.872,80993469.959,3312659.308,20945.303,17612.000,0.000,0.000,48.000,80993.470,3312.659
0.603,15947806.998,1352479.901,13948.194,22789.000,0.000,0.000,31.000,15947.807,1352.480
0.208,16113685.792,1454109.356,13933.317,13549.000,0.000,0.000,24.000,16113.686,1454.109
0.188,7565163.699,962905.443,11145.444,20706.000,0.000,0.000,19.000,7565.164,962.905
0.041,2155000.646,195137.357,12336.813,19539.000,0.000,0.000,6.000,2155.001,195.137
0.465,26877746.890,1690051.892,16202.639,20897.000,0.000,0.000,35.000,26877.747,1690.052
0.497,26960846.440,1858434.472,15310.350,21941.000,0.000,0.000,37.000,26960.846,1858.434
0.058,4728955.522,437812.060,13233.678,20505.000,0.000,0.000,11.000,4728.956,437.812
0.037,8267492.307,235425.251,25680.506,20992.000,0.000,0.000,8.000,8267.492,235.425
0.140,12897180.004,1041678.032,16107.336,27311.000,0.000,0.000,21.000,12897.180,1041.678
0.029,2572948.947,272225.972,8764.689,39519.000,0.000,0.000,11.000,2572.949,272.226
0.014,1631684.458,139370.209,19536.949,25521.000,0.000,0.000,13.000,1631.684,139.370
0.149,17903550.022,3138787.069,21485.590,34498.000,0.000,0.000,29.000,17903.550,3138.787
0.160,10941059.980,1299549.935,13807.564,20777.000,0.000,0.000,25.000,10941.060,1299.550
0.007,178727.514,202234.875,6270.976,20524.000,0.000,0.000,6.000,178.728,202.235
0.072,6868425.718,766802.368,19331.804,29916.000,0.000,0.000,20.000,6868.426,766.802
0.022,1894512.523,311879.110,25862.770,36858.000,0.000,0.000,7.000,1894.513,311.879
0.163,8257321.085,1789370.121,12160.869,20787.000,0.000,0.000,11.000,8257.321,1789.370
0.255,28534321.149,3360502.840,18246.036,15641.000,0.000,0.000,20.000,28534.321,3360.503
0.129,9922742.184,831883.749,14178.415,28494.000,0.000,0.000,13.000,9922.742,831.884
0.130,6693273.342,492518.047,10160.657,18636.000,0.000,0.000,16.000,6693.273,492.518
0.389,21918859.869,1804233.141,16402.198,21022.000,0.000,0.000,33.000,21918.860,1804.233
0.093,6170651.121,252861.861,17254.988,15860.000,0.000,0.000,14.000,6170.651,252.862
0.070,3639234.682,399692.210,12740.545,21659.000,0.000,0.000,11.000,3639.235,399.692
0.051,1096364.584,104301.130,5266.983,7053.000,0.000,0.000,8.000,1096.365,104.301
0.101,8754365.950,942903.639,14529.730,20838.000,0.000,0.000,17.000,8754.366,942.904
0.021,369107.925,90185.043,8523.719,21067.000,0.000,0.000,8.000,369.108,90.185
0.004,82454.951,10744.565,5384.549,5860.000,0.000,0.000,4.000,82.455,10.745
0.088,7815185.989,347569.430,18629.547,21078.000,0.000,0.000,16.000,7815.186,347.569
0.279,15721709.626,1410441.286,11793.179,21019.000,0.000,0.000,25.000,15721.710,1410.441
0.189,18999453.859,870822.193,20610.164,7992.000,0.000,0.000,19.000,18999.454,870.822
0.420,36509116.412,3806170.858,14762.641,13676.000,0.000,0.000,27.000,36509.116,3806.171
0.437,28291416.399,13277735.613,10219.509,19851.000,0.000,0.000,38.000,28291.416,13277.736
0.405,38285115.324,2063283.672,15779.627,12625.000,0.000,0.000,24.000,38285.115,2063.284
0.040,1849916.981,175176.133,9239.283,13911.000,0.000,0.000,13.000,1849.917,175.176
0.086,5841237.944,605646.312,14407.029,18455.000,0.000,0.000,19.000,5841.238,605.646
0.210,19181965.504,1169344.283,15983.216,15112.000,0.000,0.000,27.000,19181.966,1169.344
0.046,15075836.761,433338.502,29103.721,4616.000,0.000,0.000,7.000,15075.837,433.339
0.054,4534418.564,513027.221,16075.472,33194.000,0.000,0.000,13.000,4534.419,513.027
0.011,547086.373,50555.988,7966.426,4426.000,0.000,0.000,6.000,547.086,50.556
0.061,3909075.815,189898.773,14865.222,21082.000,0.000,0.000,10.000,3909.076,189.899
0.452,39460790.377,2311681.369,16835.170,22705.000,0.000,0.000,40.000,39460.790,2311.681
0.095,4327371.994,218799.317,14070.421,24577.000,0.000,0.000,16.000,4327.372,218.799
0.161,8446521.087,1195506.295,12653.097,21237.000,0.000,0.000,19.000,8446.521,1195.506
0.243,22983261.085,1284763.255,22979.177,20243.000,0.000,0.000,27.000,22983.261,1284.763
0.304,26630660.448,1642801.081,16570.174,21926.000,0.000,0.000,26.000,26630.660,1642.801
0.192,11205999.657,747620.112,22795.847,38750.000,0.000,0.000,19.000,11206.000,747.620
0.493,75474687.696,2549703.067,33898.062,38941.000,0.000,0.000,51.000,75474.688,2549.703
0.756,54352472.071,4152123.309,26655.671,48997.000,0.000,0.000,76.000,54352.472,4152.123
0.272,13098882.815,944227.144,9515.107,20452.000,0.000,0.000,33.000,13098.883,944.227
0.421,31165883.250,1882402.000,14301.607,19623.000,0.000,0.000,41.000,31165.883,1882.402
0.062,2250145.188,202260.314,10052.303,19107.000,0.000,0.000,12.000,2250.145,202.260
0.101,4198810.378,504765.057,11085.953,20780.000,0.000,0.000,20.000,4198.810,504.765
0.081,10261371.070,309681.207,24598.631,28576.000,0.000,0.000,33.000,10261.371,309.681
0.285,24714776.781,1321055.526,14526.651,21176.000,0.000,0.000,20.000,24714.777,1321.056
0.088,14258528.289,1282603.583,23323.626,47543.000,0.000,0.000,25.000,14258.528,1282.604
0.162,13013125.081,1238126.788,27796.149,48097.000,0.000,0.000,20.000,13013.125,1238.127
0.080,11022510.028,445433.115,16357.009,38187.000,0.000,0.000,14.000,11022.510,445.433
0.400,27851910.056,2236154.288,14506.810,23781.000,0.000,0.000,26.000,27851.910,2236.154
0.100,3872430.473,595198.439,5207.590,20753.000,0.000,0.000,18.000,3872.430,595.198
0.515,31596963.636,2455916.330,13077.465,23575.000,0.000,0.000,37.000,31596.964,2455.916
0.207,41251107.653,2169250.030,33367.269,50338.000,0.000,0.000,42.000,41251.108,2169.250
0.029,3563473.293,579855.119,21256.510,41769.000,0.000,0.000,12.000,3563.473,579.855
0.137,22122444.241,1561436.546,31671.297,48037.000,0.000,0.000,31.000,22122.444,1561.437
0.471,36588193.518,7186592.376,15618.328,20701.000,0.000,0.000,43.000,36588.194,7186.592
0.249,25990962.845,867337.439,19526.770,14249.000,0.000,0.000,19.000,25990.963,867.337
0.178,15615350.809,1636467.209,13499.389,20837.000,0.000,0.000,25.000,15615.351,1636.467
0.028,2354910.637,192707.450,7383.756,12097.000,0.000,0.000,10.000,2354.911,192.707
0.009,861865.576,73021.828,13138.470,8995.000,0.000,0.000,6.000,861.866,73.022
0.007,588815.726,101863.423,7080.059,14973.000,0.000,0.000,8.000,588.816,101.863
0.046,4071792.692,885444.900,9695.275,21063.000,0.000,0.000,12.000,4071.793,885.445
0.060,2071974.094,1567177.330,7236.018,21219.000,0.000,0.000,12.000,2071.974,1567.177
0.017,221883.156,22859.351,5973.694,3726.000,0.000,0.000,6.000,221.883,22.859
0.099,16670915.888,1519612.801,24537.650,23034.000,0.000,0.000,40.000,16670.916,1519.613
0.006,1131982.812,72420.018,24289.131,25276.000,0.000,0.000,6.000,1131.983,72.420
0.025,3356585.181,346344.329,16629.931,41033.000,0.000,0.000,14.000,3356.585,346.344
